Word: ' Inspired' | Start: 0.00s | End: 2.16s
Word: ' 9,' | Start: 1559.86s | End: 1560.44s
Word: ' an' | Start: 1560.44s | End: 1560.64s
Word: ' 8,' | Start: 1560.64s | End: 1561.16s
Word: ' a' | Start: 1561.16s | End: 1561.54s
Word: ' 7.' | Start: 1561.54s | End: 1562.18s
Word: ' I' | Start: 1562.38s | End: 1562.50s
Word: ' don't' | Start: 1562.50s | End: 1562.64s
Word: ' know' | Start: 1562.64s | End: 1562.76s
Word: ' anything' | Start: 1562.76s | End: 1563.04s
Word: ' about' | Start: 1563.04s | End: 1563.34s
Word: ' this' | Start: 1563.34s | End: 1563.64s
Word: ' one,' | Start: 1563.64s | End: 1563.98s
Word: ' but' | Start: 1563.98s | End: 1564.04s
Word: ' they' | Start: 1564.04s | End: 1564.22s
Word: ' say' | Start: 1564.22s | End: 1564.46s
Word: ' it's' | Start: 1564.46s | End: 1564.64s
Word: ' really' | Start: 1564.64s | End: 1564.88s
Word: ' good.' | Start: 1564.88s | End: 1565.12s
Word: ' So' | Start: 1565.18s | End: 1565.42s
Word: ' a' | Start: 1565.42s | End: 1565.62s
Word: ' six,' | Start: 1565.62s | End: 1566.26s
Word: ' a' | Start: 1566.26s | End: 1566.74s
Word: ' five,' | Start: 1566.74s | End: 1567.08s
Word: ' a' | Start: 1567.08s | End: 1567.22s
Word: ' four.' | Start: 1567.22s | End: 1567.76s
Word: ' I' | Start: 1568.12s | End: 1568.30s
Word: ' am' | Start: 1568.30s | End: 1568.50s
Word: ' going' | Start: 1568.50s | End: 1568.70s
Word: ' for' | Start: 1568.70s | End: 1569.14s
Word: ' a' | Start: 1569.14s | End: 1569.48s
Word: ' three,' | Start: 1569.48s | End: 1570.28s
Word: ' maybe' | Start: 1570.28s | End: 1570.60s
Word: ' a' | Start: 1570.60s | End: 1570.80s
Word: ' four.' | Start: 1570.80s | End: 1571.28s
Word: ' So' | Start: 1571.82s | End: 1572.00s
Word: ' one' | Start: 1572.00s | End: 1572.56s
Word: ' thing' | Start: 1572.56s | End: 1572.70s
Word: ' about' | Start: 1572.70s | End: 1572.88s
Word: ' the' | Start: 1572.88s | End: 1573.06s
Word: ' coolers,' | Start: 1573.06s | End: 1573.74s
Word: ' you're' | Start: 1573.74s | End: 1574.48s
Word: ' going' | Start: 1574.48s | End: 1574.66s
Word: ' to' | Start: 1574.66s | End: 1574.78s
Word: ' roll' | Start: 1574.78s | End: 1575.00s
Word: ' two' | Start: 1575.00s | End: 1575.40s
Word: ' dice.' | Start: 1575.40s | End: 1575.88s
Word: ' What?' | Start: 1575.92s | End: 1576.16s
Word: ' Why?' | Start: 1576.16s | End: 1576.46s
Word: ' Just' | Start: 1576.88s | End: 1577.02s
Word: ' for' | Start: 1577.02s | End: 1577.14s
Word: ' compatibility's' | Start: 1577.14s | End: 1577.86s
Word: ' sake.' | Start: 1577.86s | End: 1578.08s
Word: ' There's' | Start: 1578.12s | End: 1578.28s
Word: ' a' | Start: 1578.28s | End: 1578.38s
Word: ' chance' | Start: 1578.38s | End: 1578.68s
Word: ' that' | Start: 1578.68s | End: 1578.82s
Word: ' you' | Start: 1578.82s | End: 1578.84s
Word: ' get' | Start: 1578.84s | End: 1578.94s
Word: ' a' | Start: 1578.94s | End: 1579.04s
Word: ' cooler' | Start: 1579.04s | End: 1579.24s
Word: ' here' | Start: 1579.24s | End: 1579.44s
Word: ' that' | Start: 1579.44s | End: 1579.58s
Word: ' just' | Start: 1579.58s | End: 1579.74s
Word: ' simply' | Start: 1579.74s | End: 1580.00s
Word: ' won't' | Start: 1580.00s | End: 1580.30s
Word: ' fit' | Start: 1580.30s | End: 1580.48s
Word: ' on' | Start: 1580.48s | End: 1580.60s
Word: ' your' | Start: 1580.60s | End: 1580.72s
Word: ' motherboard.' | Start: 1580.72s | End: 1581.00s
Word: ' I' | Start: 1581.00s | End: 1581.22s
Word: ' see.' | Start: 1581.22s | End: 1581.60s
Word: ' And' | Start: 1581.92s | End: 1582.04s
Word: ' which' | Start: 1582.04s | End: 1582.28s
Word: ' is' | Start: 1582.28s | End: 1582.48s
Word: ' the' | Start: 1582.48s | End: 1582.78s
Word: ' master' | Start: 1582.78s | End: 1583.70s
Word: ' die?' | Start: 1583.70s | End: 1584.22s
Word: ' The' | Start: 1584.70s | End: 1585.32s
Word: ' one' | Start: 1585.32s | End: 1585.76s
Word: '-numbered' | Start: 1585.76s | End: 1586.16s
Word: ' one?' | Start: 1586.16s | End: 1586.50s
Word: ' You' | Start: 1587.06s | End: 1587.38s
Word: ' just' | Start: 1587.38s | End: 1587.52s
Word: ' pick' | Start: 1587.52s | End: 1587.68s
Word: ' whichever' | Start: 1587.68s | End: 1587.94s
Word: ' one's' | Start: 1587.94s | End: 1588.56s
Word: ' compatible.' | Start: 1588.56s | End: 1590.96s
Word: ' Oh,' | Start: 1591.58s | End: 1591.82s
Word: ' my' | Start: 1591.82s | End: 1592.38s
Word: ' choice.' | Start: 1592.38s | End: 1592.90s
Word: ' Yeah,' | Start: 1592.96s | End: 1593.22s
Word: ' your' | Start: 1593.22s | End: 1593.34s
Word: ' choice.' | Start: 1593.34s | End: 1594.24s
Word: ' Okay.' | Start: 1597.34s | End: 1598.44s
Word: ' Where's' | Start: 1598.86s | End: 1599.32s
Word: ' my' | Start: 1599.32s | End: 1599.58s
Word: ' dice' | Start: 1599.58s | End: 1599.98s
Word: ' can?' | Start: 1599.98s | End: 1600.40s
Word: ' Here' | Start: 1603.80s | End: 1604.06s
Word: ' we' | Start: 1604.06s | End: 1604.16s
Word: ' go.' | Start: 1604.16s | End: 1604.62s
Word: ' I' | Start: 1607.20s | End: 1607.60s
Word: ' feel' | Start: 1607.60s | End: 1607.86s
Word: ' like' | Start: 1607.86s | End: 1608.18s
Word: ' I' | Start: 1608.18s | End: 1608.36s
Word: ' should...' | Start: 1608.36s | End: 1608.68s
Word: ' No,' | Start: 1608.70s | End: 1608.82s
Word: ' I' | Start: 1608.82s | End: 1608.88s
Word: ' feel' | Start: 1608.88s | End: 1609.00s
Word: ' like' | Start: 1609.00s | End: 1609.16s
Word: ' we' | Start: 1609.16s | End: 1609.26s
Word: ' should' | Start: 1609.26s | End: 1609.46s
Word: ' re' | Start: 1609.46s | End: 1609.72s
Word: '-roll.' | Start: 1609.72s | End: 1610.04s
Word: ' If' | Start: 1610.68s | End: 1610.88s
Word: ' it's' | Start: 1610.88s | End: 1611.08s
Word: ' not' | Start: 1611.08s | End: 1611.22s
Word: ' compatible.' | Start: 1611.22s | End: 1612.16s
Word: ' Okay.' | Start: 1612.70s | End: 1613.04s
Word: ' Yeah.' | Start: 1613.04s | End: 1613.42s
Word: ' I' | Start: 1613.42s | End: 1613.54s
Word: ' think' | Start: 1613.54s | End: 1613.84s
Word: ' it' | Start: 1613.84s | End: 1613.98s
Word: ' should...' | Start: 1613.98s | End: 1614.24s
Word: ' Okay.' | Start: 1614.48s | End: 1614.48s
Word: ' Okay,' | Start: 1617.78s | End: 1618.10s
Word: ' here' | Start: 1618.10s | End: 1618.20s
Word: ' we' | Start: 1618.20s | End: 1618.30s
Word: ' go.' | Start: 1618.30s | End: 1618.72s
Word: ' Six.' | Start: 1621.60s | End: 1622.22s
Word: ' Montek.' | Start: 1623.38s | End: 1624.20s
Word: ' It' | Start: 1625.18s | End: 1626.44s
Word: ' would' | Start: 1626.44s | End: 1626.60s
Word: ' actually' | Start: 1626.60s | End: 1626.90s
Word: ' surprise' | Start: 1626.90s | End: 1627.42s
Word: ' me' | Start: 1627.42s | End: 1627.82s
Word: ' if' | Start: 1627.82s | End: 1628.42s
Word: ' this' | Start: 1628.42s | End: 1628.62s
Word: ' has' | Start: 1628.62s | End: 1629.06s
Word: ' LGA...' | Start: 1629.06s | End: 1630.82s
Word: ' nope.' | Start: 1630.82s | End: 1631.94s
Word: ' Incompatible.' | Start: 1632.56s | End: 1633.52s
Word: ' This' | Start: 1635.36s | End: 1635.68s
Word: ' is' | Start: 1635.68s | End: 1635.80s
Word: ' a' | Start: 1635.80s | End: 1635.92s
Word: ' new' | Start: 1635.92s | End: 1636.12s
Word: ' cooler.' | Start: 1636.12s | End: 1636.76s
Word: ' No' | Start: 1636.76s | End: 1637.24s
Word: ' LGA' | Start: 1637.24s | End: 1637.82s
Word: ' 2011' | Start: 1637.82s | End: 1638.50s
Word: ' compatibility,' | Start: 1638.50s | End: 1639.82s
Word: ' at' | Start: 1639.82s | End: 1639.94s
Word: ' least' | Start: 1639.94s | End: 1640.12s
Word: ' nothing' | Start: 1640.12s | End: 1640.46s
Word: ' listed' | Start: 1640.46s | End: 1640.86s
Word: ' on' | Start: 1640.86s | End: 1641.06s
Word: ' the' | Start: 1641.06s | End: 1641.16s
Word: ' box.' | Start: 1641.16s | End: 1641.78s
Word: ' Although' | Start: 1642.12s | End: 1642.26s
Word: ' it' | Start: 1642.26s | End: 1642.38s
Word: ' is' | Start: 1642.38s | End: 1642.52s
Word: ' compatible' | Start: 1642.52s | End: 1642.90s
Word: ' with' | Start: 1642.90s | End: 1643.16s
Word: ' the' | Start: 1643.16s | End: 1643.30s
Word: ' newest' | Start: 1643.30s | End: 1643.62s
Word: ' sockets,' | Start: 1643.62s | End: 1644.42s
Word: ' so' | Start: 1644.42s | End: 1644.88s
Word: ' you're' | Start: 1644.88s | End: 1645.54s
Word: ' out.' | Start: 1645.54s | End: 1646.04s
Word: ' Okay,' | Start: 1647.38s | End: 1648.30s
Word: ' I' | Start: 1648.30s | End: 1648.92s
Word: ' mean,' | Start: 1648.92s | End: 1649.28s
Word: ' I' | Start: 1649.28s | End: 1649.46s
Word: ' guess' | Start: 1649.46s | End: 1649.64s
Word: ' I' | Start: 1649.64s | End: 1649.78s
Word: ' have' | Start: 1649.78s | End: 1649.96s
Word: ' to' | Start: 1649.96s | End: 1650.08s
Word: ' say' | Start: 1650.08s | End: 1650.32s
Word: ' it.' | Start: 1650.32s | End: 1650.72s
Word: ' And' | Start: 1650.72s | End: 1651.26s
Word: ' there's' | Start: 1651.26s | End: 1651.60s
Word: ' the' | Start: 1651.60s | End: 1651.76s
Word: ' re' | Start: 1651.76s | End: 1652.00s
Word: '-roll!' | Start: 1652.00s | End: 1652.56s
Word: ' You' | Start: 1654.94s | End: 1655.22s
Word: ' know' | Start: 1655.22s | End: 1655.42s
Word: ' there's' | Start: 1655.42s | End: 1656.32s
Word: ' no' | Start: 1656.32s | End: 1656.48s
Word: ' six' | Start: 1656.48s | End: 1656.86s
Word: ' six' | Start: 1656.86s | End: 1657.50s
Word: ' is' | Start: 1657.50s | End: 1657.72s
Word: ' out' | Start: 1657.72s | End: 1657.94s
Word: ' Seven' | Start: 1660.86s | End: 1661.14s
Word: ' ah' | Start: 1661.14s | End: 1661.94s
Word: ' crap,' | Start: 1661.94s | End: 1662.86s
Word: ' okay,' | Start: 1662.86s | End: 1663.12s
Word: ' so' | Start: 1663.12s | End: 1663.26s
Word: ' I'm' | Start: 1663.26s | End: 1663.42s
Word: ' giving' | Start: 1663.42s | End: 1663.58s
Word: ' away' | Start: 1663.58s | End: 1663.80s
Word: ' an' | Start: 1663.80s | End: 1663.94s
Word: ' NHD' | Start: 1663.94s | End: 1664.32s
Word: ' 14' | Start: 1664.32s | End: 1664.80s
Word: ' 90' | Start: 1665.58s | End: 1666.00s
Word: ' bucks' | Start: 1666.00s | End: 1666.50s
Word: ' added' | Start: 1666.50s | End: 1667.54s
Word: ' to' | Start: 1667.54s | End: 1667.72s
Word: ' the' | Start: 1667.72s | End: 1667.84s
Word: ' tally' | Start: 1667.84s | End: 1668.22s
Word: ' this' | Start: 1668.22s | End: 1668.44s
Word: ' is' | Start: 1668.44s | End: 1668.58s
Word: ' almost' | Start: 1668.58s | End: 1669.04s
Word: ' certainly' | Start: 1669.04s | End: 1669.74s
Word: ' compatible.' | Start: 1669.74s | End: 1670.54s
Word: ' This' | Start: 1670.54s | End: 1670.98s
Word: ' is' | Start: 1670.98s | End: 1671.12s
Word: ' certainly' | Start: 1671.12s | End: 1671.44s
Word: ' compatible' | Start: 1671.44s | End: 1671.98s
Word: ' because' | Start: 1671.98s | End: 1672.76s
Word: ' Noctua' | Start: 1673.90s | End: 1674.28s
Word: ' has' | Start: 1674.28s | End: 1674.70s
Word: ' lots' | Start: 1674.70s | End: 1675.22s
Word: ' of' | Start: 1675.22s | End: 1675.52s
Word: ' easy' | Start: 1675.52s | End: 1675.96s
Word: ' to' | Start: 1675.96s | End: 1676.18s
Word: ' acquire' | Start: 1676.18s | End: 1676.50s
Word: ' mounting' | Start: 1676.50s | End: 1676.82s
Word: ' kits' | Start: 1676.82s | End: 1677.08s
Word: ' They' | Start: 1677.22s | End: 1677.22s
Word: ' will' | Start: 1677.22s | End: 1677.34s
Word: ' actually' | Start: 1677.34s | End: 1677.54s
Word: ' send' | Start: 1677.54s | End: 1677.78s
Word: ' one' | Start: 1677.78s | End: 1677.90s
Word: ' to' | Start: 1677.90s | End: 1678.02s
Word: ' you' | Start: 1678.02s | End: 1678.08s
Word: ' for' | Start: 1678.08s | End: 1678.24s
Word: ' free' | Start: 1678.24s | End: 1678.48s
Word: ' and' | Start: 1678.48s | End: 1678.98s
Word: ' we' | Start: 1678.98s | End: 1679.18s
Word: ' have' | Start: 1679.18s | End: 1679.44s
Word: ' plenty' | Start: 1679.44s | End: 1679.98s
Word: ' of' | Start: 1679.98s | End: 1680.18s
Word: ' them' | Start: 1680.18s | End: 1680.36s
Word: ' kicking' | Start: 1680.36s | End: 1680.86s
Word: ' around' | Start: 1680.86s | End: 1681.14s
Word: ' the' | Start: 1681.14s | End: 1681.30s
Word: ' office' | Start: 1681.30s | End: 1681.64s
Word: ' That' | Start: 1681.98s | End: 1682.18s
Word: ' gives' | Start: 1682.18s | End: 1682.36s
Word: ' us' | Start: 1682.36s | End: 1682.52s
Word: ' enough' | Start: 1682.52s | End: 1682.76s
Word: ' components' | Start: 1682.76s | End: 1683.24s
Word: ' to' | Start: 1683.24s | End: 1683.74s
Word: ' go' | Start: 1683.74s | End: 1683.90s
Word: ' ahead' | Start: 1683.90s | End: 1684.14s
Word: ' and' | Start: 1684.14s | End: 1684.48s
Word: ' get' | Start: 1684.48s | End: 1684.86s
Word: ' this' | Start: 1684.86s | End: 1685.12s
Word: ' build' | Start: 1685.12s | End: 1685.46s
Word: ' started' | Start: 1685.46s | End: 1685.96s
Word: ' Then' | Start: 1686.10s | End: 1686.18s
Word: ' we're' | Start: 1686.18s | End: 1686.34s
Word: ' gonna' | Start: 1686.34s | End: 1686.42s
Word: ' go' | Start: 1686.42s | End: 1686.74s
Word: ' and' | Start: 1686.74s | End: 1687.02s
Word: ' roll' | Start: 1687.02s | End: 1687.36s
Word: ' for' | Start: 1687.36s | End: 1687.88s
Word: ' our' | Start: 1687.88s | End: 1688.22s
Word: ' RAM' | Start: 1688.22s | End: 1688.68s
Word: ' as' | Start: 1688.68s | End: 1688.98s
Word: ' soon' | Start: 1688.98s | End: 1689.12s
Word: ' as' | Start: 1689.12s | End: 1689.24s
Word: ' I'm' | Start: 1689.24s | End: 1689.36s
Word: ' done' | Start: 1689.36s | End: 1689.46s
Word: ' installing' | Start: 1689.46s | End: 1689.80s
Word: ' the' | Start: 1689.80s | End: 1689.96s
Word: ' CPU' | Start: 1689.96s | End: 1690.30s
Word: ' and' | Start: 1690.30s | End: 1690.98s
Word: ' cooler' | Start: 1690.98s | End: 1691.38s
Word: ' one' | Start: 1691.54s | End: 1691.64s
Word: ' of' | Start: 1691.64s | End: 1691.74s
Word: ' you' | Start: 1691.74s | End: 1691.84s
Word: ' is' | Start: 1691.84s | End: 1692.02s
Word: ' going' | Start: 1692.02s | End: 1692.16s
Word: ' to' | Start: 1692.16s | End: 1692.30s
Word: ' want' | Start: 1692.30s | End: 1692.40s
Word: ' to' | Start: 1692.40s | End: 1692.50s
Word: ' switch' | Start: 1692.50s | End: 1692.74s
Word: ' sides' | Start: 1692.74s | End: 1693.04s
Word: ' here' | Start: 1693.04s | End: 1693.32s
Word: ' because' | Start: 1693.32s | End: 1693.98s
Word: ' One' | Start: 1695.26s | End: 1695.50s
Word: ' but' | Start: 1695.50s | End: 1695.66s
Word: ' not' | Start: 1695.66s | End: 1695.80s
Word: ' both' | Start: 1695.80s | End: 1696.12s
Word: ' there' | Start: 1696.12s | End: 1696.82s
Word: ' we' | Start: 1696.82s | End: 1697.00s
Word: ' go' | Start: 1697.00s | End: 1697.22s
Word: ' Sorry' | Start: 1698.46s | End: 1698.68s
Word: ' guys' | Start: 1698.68s | End: 1698.88s
Word: ' like' | Start: 1698.88s | End: 1699.12s
Word: ' I' | Start: 1699.12s | End: 1699.24s
Word: ' said' | Start: 1699.24s | End: 1699.50s
Word: ' we're' | Start: 1699.50s | End: 1700.00s
Word: ' new' | Start: 1700.00s | End: 1700.32s
Word: ' to' | Start: 1700.32s | End: 1700.44s
Word: ' live' | Start: 1700.44s | End: 1700.64s
Word: ' streaming' | Start: 1700.64s | End: 1700.96s
Word: ' never' | Start: 1700.96s | End: 1701.26s
Word: ' done' | Start: 1701.26s | End: 1701.42s
Word: ' this' | Start: 1701.42s | End: 1701.58s
Word: ' before' | Start: 1701.58s | End: 1701.88s
Word: ' Alright,' | Start: 1704.56s | End: 1705.04s
Word: ' let's' | Start: 1705.04s | End: 1705.16s
Word: ' go' | Start: 1705.16s | End: 1705.30s
Word: ' ahead.' | Start: 1705.30s | End: 1705.82s
Word: ' This' | Start: 1705.82s | End: 1706.54s
Word: ' is' | Start: 1706.54s | End: 1706.66s
Word: ' an' | Start: 1706.66s | End: 1706.80s
Word: ' engineering' | Start: 1706.80s | End: 1707.26s
Word: ' sample' | Start: 1707.26s | End: 1707.70s
Word: ' CPU.' | Start: 1707.70s | End: 1708.34s
Word: ' Hopefully' | Start: 1708.34s | End: 1708.76s
Word: ' Intel' | Start: 1708.76s | End: 1709.64s
Word: ' never' | Start: 1709.64s | End: 1709.96s
Word: ' wants' | Start: 1709.96s | End: 1710.22s
Word: ' it' | Start: 1710.22s | End: 1710.36s
Word: ' back' | Start: 1710.36s | End: 1710.60s
Word: ' so' | Start: 1711.66s | End: 1711.96s
Word: ' that's' | Start: 1711.96s | End: 1712.32s
Word: ' hilarious' | Start: 1712.32s | End: 1712.74s
Word: ' there' | Start: 1712.74s | End: 1714.00s
Word: ' you' | Start: 1714.00s | End: 1714.16s
Word: ' go' | Start: 1714.16s | End: 1714.34s
Word: ' yep' | Start: 1714.34s | End: 1714.66s
Word: ' that's' | Start: 1714.66s | End: 1715.06s
Word: ' actually' | Start: 1715.06s | End: 1715.42s
Word: ' compatible' | Start: 1715.42s | End: 1715.98s
Word: ' so' | Start: 1715.98s | End: 1716.48s
Word: ' that' | Start: 1716.48s | End: 1717.22s
Word: ' worked' | Start: 1717.22s | End: 1717.48s
Word: ' out' | Start: 1717.48s | End: 1717.66s
Word: ' great' | Start: 1717.66s | End: 1717.98s
Word: ' for' | Start: 1718.18s | End: 1718.28s
Word: ' you' | Start: 1718.28s | End: 1718.42s
Word: ' guys' | Start: 1718.42s | End: 1718.72s
Word: ' 7900x' | Start: 1718.72s | End: 1720.02s
Word: ' that's' | Start: 1720.02s | End: 1720.50s
Word: ' still' | Start: 1720.50s | End: 1720.72s
Word: ' wait' | Start: 1720.72s | End: 1721.62s
Word: ' is' | Start: 1721.62s | End: 1722.02s
Word: ' that' | Start: 1722.02s | End: 1722.14s
Word: ' a' | Start: 1722.14s | End: 1722.26s
Word: ' 10' | Start: 1722.26s | End: 1722.48s
Word: ' core' | Start: 1722.48s | End: 1722.68s
Word: ' instead' | Start: 1722.68s | End: 1722.98s
Word: ' of' | Start: 1722.98s | End: 1723.10s
Word: ' an' | Start: 1723.10s | End: 1723.20s
Word: ' 8' | Start: 1723.20s | End: 1723.34s
Word: ' core' | Start: 1723.34s | End: 1723.56s
Word: ' can't' | Start: 1725.68s | End: 1726.16s
Word: ' remember' | Start: 1726.16s | End: 1726.42s
Word: ' how' | Start: 1726.42s | End: 1726.62s
Word: ' many' | Start: 1726.62s | End: 1726.78s
Word: ' cores' | Start: 1726.78s | End: 1727.06s
Word: ' the' | Start: 1727.06s | End: 1727.28s
Word: ' 7900x' | Start: 1727.28s | End: 1728.22s
Word: ' had' | Start: 1728.22s | End: 1728.46s
Word: ' it' | Start: 1728.46s | End: 1729.02s
Word: ' might' | Start: 1729.02s | End: 1729.16s
Word: ' be' | Start: 1729.16s | End: 1729.32s
Word: ' just' | Start: 1729.32s | End: 1729.50s
Word: ' eight' | Start: 1729.50s | End: 1729.66s
Word: ' either' | Start: 1732.96s | End: 1733.20s
Word: ' processors' | Start: 1733.20s | End: 1733.56s
Word: ' made' | Start: 1733.56s | End: 1733.90s
Word: ' no' | Start: 1733.90s | End: 1734.12s
Word: ' sense' | Start: 1734.12s | End: 1734.50s
Word: ' 12' | Start: 1734.50s | End: 1734.88s
Word: ' 12' | Start: 1734.88s | End: 1735.68s
Word: ' core' | Start: 1735.68s | End: 1736.22s
Word: ' cpu' | Start: 1736.22s | End: 1736.74s
Word: ' wait' | Start: 1736.74s | End: 1736.92s
Word: ' no' | Start: 1736.92s | End: 1737.02s
Word: ' that's' | Start: 1737.02s | End: 1737.46s
Word: ' amd' | Start: 1737.46s | End: 1737.84s
Word: ' um' | Start: 1737.84s | End: 1738.38s
Word: ' yeah' | Start: 1738.38s | End: 1739.92s
Word: ' don't' | Start: 1739.92s | End: 1740.22s
Word: ' you' | Start: 1740.22s | End: 1740.32s
Word: ' love' | Start: 1740.32s | End: 1740.52s
Word: ' that' | Start: 1740.52s | End: 1740.76s
Word: ' that' | Start: 1740.70s | End: 1740.82s
Word: ' AMD' | Start: 1740.82s | End: 1741.12s
Word: ' and' | Start: 1741.12s | End: 1741.32s
Word: ' Intel' | Start: 1741.32s | End: 1741.62s
Word: ' use' | Start: 1741.62s | End: 1741.92s
Word: ' the' | Start: 1741.92s | End: 1742.08s
Word: ' same' | Start: 1742.08s | End: 1742.38s
Word: ' freaking' | Start: 1742.38s | End: 1742.78s
Word: ' numbers' | Start: 1742.78s | End: 1743.22s
Word: ' for' | Start: 1743.48s | End: 1743.58s
Word: ' numbering' | Start: 1743.58s | End: 1744.22s
Word: ' their' | Start: 1744.22s | End: 1744.34s
Word: ' products.' | Start: 1744.34s | End: 1744.76s
Word: ' I' | Start: 1744.82s | End: 1745.00s
Word: ' love' | Start: 1745.00s | End: 1745.32s
Word: ' that,' | Start: 1745.32s | End: 1745.62s
Word: ' it's' | Start: 1745.62s | End: 1745.70s
Word: ' really' | Start: 1745.70s | End: 1745.86s
Word: ' helpful.' | Start: 1745.86s | End: 1746.50s
Word: ' All' | Start: 1746.94s | End: 1747.08s
Word: ' right,' | Start: 1747.08s | End: 1747.30s
Word: ' let's' | Start: 1747.30s | End: 1747.38s
Word: ' go' | Start: 1747.38s | End: 1747.48s
Word: ' ahead' | Start: 1747.48s | End: 1747.56s
Word: ' and' | Start: 1747.56s | End: 1747.64s
Word: ' get' | Start: 1747.64s | End: 1747.74s
Word: ' this' | Start: 1747.74s | End: 1747.92s
Word: ' cooler' | Start: 1747.92s | End: 1748.18s
Word: ' installed.' | Start: 1748.18s | End: 1748.74s
Word: ' 10' | Start: 1748.86s | End: 1749.00s
Word: ' cores.' | Start: 1749.00s | End: 1749.50s
Word: ' 10' | Start: 1749.62s | End: 1749.86s
Word: ' cores,' | Start: 1749.86s | End: 1750.36s
Word: ' all' | Start: 1750.36s | End: 1750.52s
Word: ' right,' | Start: 1750.52s | End: 1750.76s
Word: ' my' | Start: 1750.76s | End: 1750.86s
Word: ' memory' | Start: 1750.86s | End: 1751.12s
Word: ' did' | Start: 1751.12s | End: 1751.40s
Word: ' serve' | Start: 1751.40s | End: 1751.72s
Word: ' me' | Start: 1751.72s | End: 1751.96s
Word: ' well.' | Start: 1751.96s | End: 1753.36s
