Word: ' bar' | Start: 0.04s | End: 0.34s
Word: ' Interesting.' | Start: 6614.58s | End: 6615.44s
Word: ' I' | Start: 6615.68s | End: 6615.78s
Word: ' mean,' | Start: 6615.78s | End: 6616.04s
Word: ' Ploof' | Start: 6616.04s | End: 6616.22s
Word: ' meanwhile' | Start: 6616.22s | End: 6616.52s
Word: ' is' | Start: 6616.52s | End: 6616.86s
Word: ' like' | Start: 6616.86s | End: 6617.04s
Word: ' militantly' | Start: 6617.04s | End: 6617.94s
Word: ' against' | Start: 6617.94s | End: 6618.28s
Word: ' it,' | Start: 6618.28s | End: 6618.64s
Word: ' except' | Start: 6619.00s | End: 6619.30s
Word: ' in' | Start: 6619.30s | End: 6620.26s
Word: ' our' | Start: 6620.26s | End: 6620.42s
Word: ' recent' | Start: 6620.42s | End: 6620.82s
Word: ' videos' | Start: 6620.82s | End: 6621.20s
Word: ' looking' | Start: 6621.20s | End: 6621.48s
Word: ' at' | Start: 6621.48s | End: 6621.68s
Word: ' 4K' | Start: 6621.68s | End: 6622.06s
Word: ' and' | Start: 6622.06s | End: 6622.36s
Word: ' 8K' | Start: 6622.36s | End: 6622.68s
Word: ' gaming' | Start: 6622.68s | End: 6623.06s
Word: ' on' | Start: 6623.18s | End: 6623.34s
Word: ' the' | Start: 6623.34s | End: 6623.58s
Word: ' 5090,' | Start: 6623.58s | End: 6624.62s
Word: ' there' | Start: 6624.62s | End: 6625.64s
Word: ' was' | Start: 6625.64s | End: 6625.94s
Word: ' one' | Start: 6625.94s | End: 6626.74s
Word: ' or' | Start: 6626.74s | End: 6627.04s
Word: ' two' | Start: 6627.04s | End: 6627.52s
Word: ' games' | Start: 6627.52s | End: 6628.06s
Word: ' that' | Start: 6628.22s | End: 6628.60s
Word: ' he' | Start: 6628.60s | End: 6628.86s
Word: ' was' | Start: 6628.86s | End: 6629.12s
Word: ' like,' | Start: 6629.12s | End: 6630.42s
Word: ' I' | Start: 6630.42s | End: 6630.64s
Word: ' would' | Start: 6630.64s | End: 6630.94s
Word: ' turn' | Start: 6630.94s | End: 6631.10s
Word: ' it' | Start: 6631.10s | End: 6631.24s
Word: ' on.' | Start: 6631.24s | End: 6631.64s
Word: ' Really?' | Start: 6632.10s | End: 6632.58s
Word: ' No' | Start: 6632.66s | End: 6632.82s
Word: ' frame' | Start: 6632.82s | End: 6633.12s
Word: ' gen' | Start: 6633.12s | End: 6633.34s
Word: ' for' | Start: 6633.34s | End: 6633.56s
Word: ' him,' | Start: 6633.56s | End: 6633.94s
Word: ' at' | Start: 6633.94s | End: 6634.08s
Word: ' least' | Start: 6634.08s | End: 6634.16s
Word: ' not' | Start: 6634.16s | End: 6634.42s
Word: ' yet.' | Start: 6634.42s | End: 6634.66s
Word: ' But' | Start: 6635.14s | End: 6635.44s
Word: ' DLSS,' | Start: 6635.44s | End: 6636.66s
Word: ' yep,' | Start: 6636.66s | End: 6637.14s
Word: ' there' | Start: 6637.14s | End: 6637.26s
Word: ' was' | Start: 6637.26s | End: 6637.42s
Word: ' a' | Start: 6637.42s | End: 6637.52s
Word: ' couple' | Start: 6637.52s | End: 6637.82s
Word: ' games' | Start: 6637.82s | End: 6638.20s
Word: ' where' | Start: 6638.26s | End: 6638.74s
Word: ' he' | Start: 6638.74s | End: 6638.94s
Word: ' at' | Start: 6638.94s | End: 6639.24s
Word: ' least' | Start: 6639.24s | End: 6639.36s
Word: ' thought' | Start: 6639.36s | End: 6639.58s
Word: ' about' | Start: 6639.58s | End: 6639.78s
Word: ' it' | Start: 6639.78s | End: 6639.94s
Word: ' and' | Start: 6639.98s | End: 6640.14s
Word: ' one' | Start: 6640.14s | End: 6640.46s
Word: ' where' | Start: 6640.46s | End: 6640.66s
Word: ' he' | Start: 6640.66s | End: 6640.80s
Word: ' confirmed,' | Start: 6640.80s | End: 6641.32s
Word: ' yeah,' | Start: 6641.32s | End: 6641.42s
Word: ' I' | Start: 6641.42s | End: 6641.48s
Word: ' would' | Start: 6641.48s | End: 6641.58s
Word: ' turn' | Start: 6641.58s | End: 6641.72s
Word: ' it' | Start: 6641.72s | End: 6641.84s
Word: ' on.' | Start: 6641.84s | End: 6642.10s
Word: ' Yeah.' | Start: 6642.20s | End: 6642.52s
Word: ' Which' | Start: 6643.02s | End: 6643.28s
Word: ' is,' | Start: 6643.28s | End: 6643.64s
Word: ' if' | Start: 6643.64s | End: 6644.24s
Word: ' you' | Start: 6644.24s | End: 6644.36s
Word: ' know' | Start: 6644.36s | End: 6644.50s
Word: ' that' | Start: 6644.50s | End: 6644.70s
Word: ' guy.' | Start: 6644.70s | End: 6645.16s
Word: ' Big' | Start: 6645.84s | End: 6646.14s
Word: ' deal.' | Start: 6646.14s | End: 6646.50s
Word: ' Yeah,' | Start: 6646.56s | End: 6647.06s
Word: ' it's' | Start: 6647.06s | End: 6647.48s
Word: ' a' | Start: 6647.48s | End: 6648.68s
Word: ' big' | Start: 6648.68s | End: 6648.90s
Word: ' shift' | Start: 6648.90s | End: 6649.28s
Word: ' for' | Start: 6649.28s | End: 6649.70s
Word: ' him.' | Start: 6649.70s | End: 6650.44s
Word: ' Okay.' | Start: 6650.76s | End: 6651.26s
Word: ' Well,' | Start: 6651.60s | End: 6651.78s
Word: ' now' | Start: 6651.78s | End: 6651.94s
Word: ' we're' | Start: 6651.94s | End: 6652.08s
Word: ' just' | Start: 6652.08s | End: 6652.20s
Word: ' playing' | Start: 6652.20s | End: 6652.38s
Word: ' games' | Start: 6652.38s | End: 6652.60s
Word: ' and' | Start: 6652.64s | End: 6652.88s
Word: ' it's' | Start: 6652.88s | End: 6653.68s
Word: ' pretty' | Start: 6653.68s | End: 6654.06s
Word: ' on' | Start: 6654.06s | End: 6654.28s
Word: ' par.' | Start: 6654.28s | End: 6654.60s
Word: ' I' | Start: 6654.60s | End: 6654.66s
Word: ' think' | Start: 6654.66s | End: 6654.80s
Word: ' you' | Start: 6654.80s | End: 6654.96s
Word: ' might' | Start: 6654.96s | End: 6655.12s
Word: ' have' | Start: 6655.12s | End: 6655.26s
Word: ' a' | Start: 6655.26s | End: 6655.38s
Word: ' slight' | Start: 6655.38s | End: 6655.60s
Word: ' edge,' | Start: 6655.60s | End: 6655.94s
Word: ' actually.' | Start: 6655.94s | End: 6656.42s
Word: ' Yeah,' | Start: 6656.52s | End: 6657.02s
Word: ' I' | Start: 6657.02s | End: 6657.10s
Word: ' mean,' | Start: 6657.10s | End: 6657.24s
Word: ' I' | Start: 6657.24s | End: 6657.38s
Word: ' should.' | Start: 6657.38s | End: 6657.80s
Word: ' Right' | Start: 6657.54s | End: 6657.88s
Word: ' now' | Start: 6657.88s | End: 6658.02s
Word: ' I'm' | Start: 6658.02s | End: 6658.24s
Word: ' a' | Start: 6658.24s | End: 6658.36s
Word: ' little' | Start: 6658.36s | End: 6658.48s
Word: ' bit' | Start: 6658.48s | End: 6658.60s
Word: ' ahead,' | Start: 6658.60s | End: 6658.98s
Word: ' but' | Start: 6658.98s | End: 6659.20s
Word: ' like.' | Start: 6659.20s | End: 6659.54s
Word: ' Given' | Start: 6659.60s | End: 6659.76s
Word: ' I'm' | Start: 6659.76s | End: 6659.94s
Word: ' running' | Start: 6659.94s | End: 6660.18s
Word: ' it,' | Start: 6660.18s | End: 6660.44s
Word: ' yeah,' | Start: 6660.44s | End: 6660.80s
Word: ' you' | Start: 6660.80s | End: 6661.38s
Word: ' are' | Start: 6661.38s | End: 6661.60s
Word: ' actually.' | Start: 6661.60s | End: 6661.66s
Word: ' I' | Start: 6661.66s | End: 6661.76s
Word: ' mean,' | Start: 6661.76s | End: 6661.86s
Word: ' let' | Start: 6661.86s | End: 6661.94s
Word: ' me' | Start: 6661.94s | End: 6662.00s
Word: ' go' | Start: 6662.00s | End: 6662.12s
Word: ' to' | Start: 6662.12s | End: 6662.22s
Word: ' the' | Start: 6662.22s | End: 6662.28s
Word: ' same' | Start: 6662.28s | End: 6662.40s
Word: ' spot' | Start: 6662.40s | End: 6662.64s
Word: ' on' | Start: 6662.64s | End: 6662.74s
Word: ' the' | Start: 6662.74s | End: 6662.80s
Word: ' map.' | Start: 6662.80s | End: 6663.28s
Word: ' Maybe' | Start: 6664.18s | End: 6664.32s
Word: ' that' | Start: 6664.32s | End: 6664.46s
Word: ' has' | Start: 6664.46s | End: 6664.64s
Word: ' a' | Start: 6664.64s | End: 6664.70s
Word: ' bigger' | Start: 6664.70s | End: 6664.84s
Word: ' difference' | Start: 6664.84s | End: 6665.12s
Word: ' than' | Start: 6665.12s | End: 6665.26s
Word: ' I' | Start: 6665.26s | End: 6665.38s
Word: ' realized.' | Start: 6665.38s | End: 6665.86s
Word: ' Is' | Start: 6665.88s | End: 6665.88s
Word: ' a' | Start: 6665.88s | End: 6665.90s
Word: ' non' | Start: 6665.90s | End: 6666.10s
Word: '-X3D,' | Start: 6666.10s | End: 6666.70s
Word: ' yeah,' | Start: 6666.70s | End: 6667.02s
Word: ' I' | Start: 6667.02s | End: 6667.02s
Word: ' don't' | Start: 6667.02s | End: 6667.10s
Word: ' know.' | Start: 6667.10s | End: 6667.26s
Word: ' Do' | Start: 6667.26s | End: 6667.38s
Word: ' you' | Start: 6667.38s | End: 6667.54s
Word: ' wanna' | Start: 6667.54s | End: 6667.62s
Word: ' come' | Start: 6667.62s | End: 6667.78s
Word: ' over' | Start: 6667.78s | End: 6667.96s
Word: ' here?' | Start: 6667.96s | End: 6668.20s
Word: ' Yep.' | Start: 6668.24s | End: 6668.62s
Word: ' Is' | Start: 6668.62s | End: 6668.84s
Word: ' a' | Start: 6668.84s | End: 6668.98s
Word: ' non' | Start: 6668.98s | End: 6669.14s
Word: '-X3D' | Start: 6669.14s | End: 6669.68s
Word: ' chip' | Start: 6669.68s | End: 6669.94s
Word: ' really' | Start: 6669.94s | End: 6670.22s
Word: ' gonna' | Start: 6670.22s | End: 6670.52s
Word: ' take' | Start: 6670.52s | End: 6671.50s
Word: ' the' | Start: 6671.52s | End: 6671.68s
Word: ' AMD' | Start: 6671.68s | End: 6671.96s
Word: ' advantage' | Start: 6671.96s | End: 6672.40s
Word: ' away' | Start: 6672.40s | End: 6672.74s
Word: ' that' | Start: 6672.74s | End: 6673.00s
Word: ' much?' | Start: 6673.00s | End: 6673.44s
Word: ' It's' | Start: 6673.50s | End: 6673.64s
Word: ' possible.' | Start: 6673.64s | End: 6674.18s
Word: ' Oh' | Start: 6677.80s | End: 6678.02s
Word: ' my' | Start: 6678.02s | End: 6678.18s
Word: ' goodness,' | Start: 6678.18s | End: 6678.48s
Word: ' I' | Start: 6678.48s | End: 6678.54s
Word: ' suck.' | Start: 6678.54s | End: 6678.96s
Word: ' Thank' | Start: 6679.54s | End: 6679.78s
Word: ' goodness' | Start: 6679.78s | End: 6679.92s
Word: ' no' | Start: 6679.92s | End: 6680.24s
Word: ' one' | Start: 6680.24s | End: 6680.36s
Word: ' saw' | Start: 6680.36s | End: 6680.54s
Word: ' that.' | Start: 6680.54s | End: 6680.94s
Word: ' Oh' | Start: 6681.26s | End: 6681.46s
Word: ' my' | Start: 6681.46s | End: 6681.66s
Word: ' goodness.' | Start: 6681.66s | End: 6682.20s
Word: ' Oh' | Start: 6682.72s | End: 6683.00s
Word: ' wow,' | Start: 6683.00s | End: 6683.40s
Word: ' I' | Start: 6683.40s | End: 6683.44s
Word: ' just' | Start: 6683.44s | End: 6683.58s
Word: ' got' | Start: 6683.58s | End: 6683.74s
Word: ' killed' | Start: 6683.74s | End: 6683.96s
Word: ' by' | Start: 6683.96s | End: 6684.16s
Word: ' a' | Start: 6684.16s | End: 6684.28s
Word: ' boy.' | Start: 6684.28s | End: 6684.52s
Word: ' That' | Start: 6685.08s | End: 6685.30s
Word: ' was' | Start: 6685.30s | End: 6685.50s
Word: ' embarrassing.' | Start: 6685.50s | End: 6686.44s
Word: ' all' | Start: 6686.22s | End: 6686.42s
Word: ' the' | Start: 6686.42s | End: 6686.56s
Word: ' way' | Start: 6686.56s | End: 6686.74s
Word: ' here' | Start: 6686.74s | End: 6687.00s
Word: ' just' | Start: 6687.00s | End: 6687.22s
Word: ' for' | Start: 6687.22s | End: 6687.36s
Word: ' nothing.' | Start: 6687.36s | End: 6687.84s
Word: ' That' | Start: 6687.90s | End: 6688.02s
Word: ' was' | Start: 6688.02s | End: 6688.18s
Word: ' embarrassing.' | Start: 6688.18s | End: 6689.08s
Word: ' Losing' | Start: 6690.42s | End: 6690.78s
Word: ' the' | Start: 6690.78s | End: 6690.90s
Word: ' bots' | Start: 6690.90s | End: 6691.08s
Word: ' is' | Start: 6691.08s | End: 6691.28s
Word: ' not' | Start: 6691.28s | End: 6691.36s
Word: ' there.' | Start: 6691.36s | End: 6691.44s
Word: ' Ba' | Start: 6691.44s | End: 6691.44s
Word: '-bow,' | Start: 6691.44s | End: 6691.84s
Word: ' ba' | Start: 6691.84s | End: 6692.16s
Word: '-bow.' | Start: 6692.16s | End: 6692.80s
Word: ' I'm' | Start: 6692.84s | End: 6693.04s
Word: ' about' | Start: 6693.04s | End: 6693.20s
Word: ' to' | Start: 6693.20s | End: 6693.44s
Word: ' run' | Start: 6693.44s | End: 6694.34s
Word: ' out' | Start: 6694.34s | End: 6694.46s
Word: ' of' | Start: 6694.46s | End: 6694.54s
Word: ' time.' | Start: 6694.54s | End: 6695.36s
Word: ' All' | Start: 6700.04s | End: 6700.22s
Word: ' right,' | Start: 6700.22s | End: 6700.48s
Word: ' don't' | Start: 6700.48s | End: 6700.54s
Word: ' worry,' | Start: 6700.54s | End: 6700.76s
Word: ' I' | Start: 6700.76s | End: 6700.76s
Word: ' got' | Start: 6700.76s | End: 6700.90s
Word: ' this.' | Start: 6700.90s | End: 6701.26s
Word: ' I' | Start: 6701.80s | End: 6701.86s
Word: ' got' | Start: 6701.86s | End: 6701.94s
Word: ' my' | Start: 6701.94s | End: 6702.08s
Word: ' pea' | Start: 6702.08s | End: 6702.22s
Word: ' shooter.' | Start: 6702.22s | End: 6703.28s
Word: ' Let's' | Start: 6703.72s | End: 6703.90s
Word: ' go.' | Start: 6703.90s | End: 6704.36s
Word: ' So' | Start: 6705.00s | End: 6705.00s
Word: ' I' | Start: 6705.00s | End: 6705.00s
Word: ' mean,' | Start: 6705.00s | End: 6705.08s
Word: ' yeah,' | Start: 6705.08s | End: 6705.30s
Word: ' it's' | Start: 6705.30s | End: 6705.48s
Word: ' without' | Start: 6705.48s | End: 6706.02s
Word: ' AI,' | Start: 6706.02s | End: 6706.72s
Word: ' we're' | Start: 6706.92s | End: 6707.14s
Word: ' pretty' | Start: 6707.14s | End: 6707.60s
Word: ' dang' | Start: 6707.60s | End: 6708.08s
Word: ' close.' | Start: 6708.08s | End: 6708.90s
Word: ' Okay,' | Start: 6711.00s | End: 6711.44s
Word: ' where' | Start: 6711.44s | End: 6711.70s
Word: ' are' | Start: 6711.70s | End: 6711.80s
Word: ' we' | Start: 6711.80s | End: 6711.84s
Word: ' at?' | Start: 6711.84s | End: 6712.02s
Word: ' I' | Start: 6712.02s | End: 6712.18s
Word: ' responded.' | Start: 6712.18s | End: 6713.34s
Word: ' Oh,' | Start: 6713.34s | End: 6713.78s
Word: ' gosh' | Start: 6713.78s | End: 6713.94s
Word: ' darn' | Start: 6713.94s | End: 6714.18s
Word: ' it.' | Start: 6714.18s | End: 6714.50s
Word: ' Okay,' | Start: 6715.40s | End: 6715.68s
Word: ' I'm' | Start: 6715.68s | End: 6715.76s
Word: ' heading' | Start: 6715.76s | End: 6715.88s
Word: ' back' | Start: 6715.88s | End: 6716.08s
Word: ' toward' | Start: 6716.08s | End: 6716.26s
Word: ' you.' | Start: 6716.26s | End: 6716.72s
Word: ' To' | Start: 6716.96s | End: 6717.06s
Word: ' me?' | Start: 6717.06s | End: 6717.38s
Word: ' Okay.' | Start: 6717.38s | End: 6717.62s
Word: ' Yeah.' | Start: 6717.74s | End: 6718.18s
Word: ' Are' | Start: 6719.66s | End: 6719.86s
Word: ' you' | Start: 6719.86s | End: 6719.94s
Word: ' just' | Start: 6719.94s | End: 6720.06s
Word: ' playing' | Start: 6720.06s | End: 6720.20s
Word: ' deathmatch?' | Start: 6720.20s | End: 6721.06s
Word: ' It's' | Start: 6721.80s | End: 6722.08s
Word: ' the' | Start: 6722.08s | End: 6722.22s
Word: ' training' | Start: 6722.22s | End: 6722.64s
Word: ' mode' | Start: 6722.64s | End: 6722.82s
Word: ' still.' | Start: 6722.82s | End: 6723.24s
Word: ' Oh,' | Start: 6723.46s | End: 6723.84s
Word: ' sheesh.' | Start: 6723.84s | End: 6725.34s
Word: ' That' | Start: 6725.92s | End: 6726.28s
Word: ' is' | Start: 6726.28s | End: 6726.46s
Word: ' so' | Start: 6726.46s | End: 6726.76s
Word: ' annoying.' | Start: 6726.76s | End: 6727.48s
Word: ' It's' | Start: 6727.48s | End: 6727.66s
Word: ' really' | Start: 6727.66s | End: 6727.98s
Word: ' annoying.' | Start: 6727.98s | End: 6728.42s
Word: ' I' | Start: 6728.64s | End: 6728.80s
Word: ' understand' | Start: 6728.80s | End: 6729.20s
Word: ' why' | Start: 6729.20s | End: 6729.54s
Word: ' they' | Start: 6729.54s | End: 6729.70s
Word: ' do' | Start: 6729.70s | End: 6729.86s
Word: ' it' | Start: 6729.86s | End: 6729.98s
Word: ' because' | Start: 6730.02s | End: 6730.24s
Word: ' it' | Start: 6730.24s | End: 6730.38s
Word: ' can' | Start: 6730.38s | End: 6730.50s
Word: ' be' | Start: 6730.50s | End: 6730.60s
Word: ' really' | Start: 6730.60s | End: 6730.82s
Word: ' frustrating' | Start: 6730.82s | End: 6731.32s
Word: ' for' | Start: 6731.52s | End: 6731.62s
Word: ' more' | Start: 6731.62s | End: 6731.78s
Word: ' experienced' | Start: 6731.78s | End: 6732.20s
Word: ' players' | Start: 6732.20s | End: 6732.54s
Word: ' to' | Start: 6732.64s | End: 6732.74s
Word: ' have' | Start: 6732.74s | End: 6732.82s
Word: ' people' | Start: 6732.82s | End: 6733.02s
Word: ' drop' | Start: 6733.02s | End: 6733.30s
Word: ' in' | Start: 6733.30s | End: 6733.42s
Word: ' the' | Start: 6733.42s | End: 6733.52s
Word: ' match' | Start: 6733.52s | End: 6733.76s
Word: ' and' | Start: 6733.86s | End: 6733.92s
Word: ' just' | Start: 6733.92s | End: 6734.10s
Word: ' think' | Start: 6734.10s | End: 6734.46s
Word: ' they're' | Start: 6734.46s | End: 6734.70s
Word: ' gonna' | Start: 6734.70s | End: 6734.82s
Word: ' learn' | Start: 6734.82s | End: 6735.02s
Word: ' on' | Start: 6735.02s | End: 6735.18s
Word: ' the' | Start: 6735.18s | End: 6735.28s
Word: ' fly.' | Start: 6735.28s | End: 6735.72s
Word: ' Yeah,' | Start: 6735.72s | End: 6735.92s
Word: ' no.' | Start: 6735.92s | End: 6736.34s
Word: ' Like,' | Start: 6736.48s | End: 6736.78s
Word: ' you' | Start: 6736.78s | End: 6737.14s
Word: ' know,' | Start: 6737.14s | End: 6737.28s
Word: ' have' | Start: 6737.28s | End: 6737.48s
Word: ' the' | Start: 6737.48s | End: 6737.60s
Word: ' bomb' | Start: 6737.60s | End: 6737.86s
Word: ' and' | Start: 6737.94s | End: 6738.06s
Word: ' not' | Start: 6738.06s | End: 6738.18s
Word: ' know' | Start: 6738.18s | End: 6738.30s
Word: ' how' | Start: 6738.30s | End: 6738.46s
Word: ' to' | Start: 6738.46s | End: 6738.52s
Word: ' plant' | Start: 6738.52s | End: 6738.70s
Word: ' that' | Start: 6738.70s | End: 6738.92s
Word: ' stuff.' | Start: 6738.92s | End: 6739.20s
Word: ' Oh,' | Start: 6739.20s | End: 6739.28s
Word: ' you're' | Start: 6739.28s | End: 6739.28s
Word: ' past' | Start: 6739.28s | End: 6739.28s
Word: ' where' | Start: 6739.28s | End: 6739.50s
Word: ' I' | Start: 6739.50s | End: 6739.56s
Word: ' am.' | Start: 6739.56s | End: 6739.84s
Word: ' Yeah,' | Start: 6740.02s | End: 6740.42s
Word: ' I' | Start: 6740.42s | End: 6740.44s
Word: ' just' | Start: 6740.44s | End: 6740.56s
Word: ' needed' | Start: 6740.56s | End: 6740.72s
Word: ' to' | Start: 6740.72s | End: 6740.86s
Word: ' kill' | Start: 6740.86s | End: 6741.00s
Word: ' that' | Start: 6741.00s | End: 6741.16s
Word: ' guy' | Start: 6741.16s | End: 6741.30s
Word: ' in' | Start: 6741.30s | End: 6741.46s
Word: ' case.' | Start: 6741.46s | End: 6741.76s
Word: ' Oh,' | Start: 6741.76s | End: 6742.04s
Word: ' shoot.' | Start: 6742.04s | End: 6742.40s
Word: ' Okay,' | Start: 6742.48s | End: 6742.66s
Word: ' I'm' | Start: 6742.66s | End: 6742.72s
Word: ' coming,' | Start: 6742.72s | End: 6742.98s
Word: ' I'm' | Start: 6742.98s | End: 6743.02s
Word: ' coming.' | Start: 6743.02s | End: 6743.34s
Word: ' Oh,' | Start: 6743.50s | End: 6745.54s
Word: ' please' | Start: 6745.54s | End: 6745.76s
Word: ' don't' | Start: 6745.76s | End: 6746.04s
Word: ' make' | Start: 6746.04s | End: 6746.18s
Word: ' me' | Start: 6746.18s | End: 6746.28s
Word: ' wait' | Start: 6746.28s | End: 6746.40s
Word: ' the' | Start: 6746.40s | End: 6746.48s
Word: ' whole' | Start: 6746.48s | End: 6746.58s
Word: ' round.' | Start: 6746.58s | End: 6746.98s
Word: ' This' | Start: 6746.98s | End: 6747.08s
Word: ' is' | Start: 6747.08s | End: 6747.20s
Word: ' embarrassing.' | Start: 6747.20s | End: 6747.80s
Word: ' Dan,' | Start: 6748.12s | End: 6748.44s
Word: ' do' | Start: 6748.44s | End: 6748.46s
Word: ' you' | Start: 6748.46s | End: 6748.52s
Word: ' want' | Start: 6748.52s | End: 6748.62s
Word: ' to' | Start: 6748.62s | End: 6748.68s
Word: ' hand' | Start: 6748.68s | End: 6748.80s
Word: ' us' | Start: 6748.80s | End: 6748.94s
Word: ' with' | Start: 6748.94s | End: 6749.02s
Word: ' a' | Start: 6749.02s | End: 6749.10s
Word: ' merch' | Start: 6749.10s | End: 6749.24s
Word: ' message?' | Start: 6749.24s | End: 6749.64s
Word: ' Yeah,' | Start: 6749.84s | End: 6750.08s
Word: ' sure.' | Start: 6750.08s | End: 6750.52s
Word: ' As' | Start: 6751.12s | End: 6751.32s
Word: ' someone' | Start: 6751.32s | End: 6751.52s
Word: ' who' | Start: 6751.52s | End: 6751.66s
Word: ' is' | Start: 6751.66s | End: 6751.76s
Word: ' taking' | Start: 6751.76s | End: 6751.96s
Word: ' my' | Start: 6751.96s | End: 6752.16s
Word: ' first' | Start: 6752.16s | End: 6752.40s
Word: ' serious' | Start: 6752.40s | End: 6752.76s
Word: ' crack' | Start: 6752.76s | End: 6753.12s
Word: ' at' | Start: 6753.12s | End: 6753.32s
Word: ' switching' | Start: 6753.32s | End: 6753.60s
Word: ' from' | Start: 6753.60s | End: 6753.88s
Word: ' Windows' | Start: 6753.88s | End: 6754.20s
Word: ' to' | Start: 6754.20s | End: 6754.58s
Word: ' Linux,' | Start: 6754.58s | End: 6755.32s
Word: ' have' | Start: 6756.14s | End: 6756.36s
Word: ' you' | Start: 6756.36s | End: 6756.48s
Word: ' ever' | Start: 6756.48s | End: 6756.74s
Word: ' considered' | Start: 6756.74s | End: 6757.26s
Word: ' a' | Start: 6757.26s | End: 6757.44s
Word: ' follow' | Start: 6757.44s | End: 6757.64s
Word: '-up' | Start: 6757.64s | End: 6757.76s
Word: ' on' | Start: 6757.76s | End: 6757.88s
Word: ' your' | Start: 6757.88s | End: 6757.98s
Word: ' covert' | Start: 6757.98s | End: 6758.32s
Word: ' era' | Start: 6758.32s | End: 6758.62s
Word: ' Linux' | Start: 6758.62s | End: 6759.26s
Word: ' challenge?' | Start: 6759.26s | End: 6760.06s
Word: ' And' | Start: 6760.32s | End: 6760.48s
Word: ' if' | Start: 6760.48s | End: 6760.58s
Word: ' not,' | Start: 6760.58s | End: 6760.88s
Word: ' why?' | Start: 6760.88s | End: 6761.24s
Word: ' Yes.' | Start: 6761.70s | End: 6762.20s
